;class;message;not_stemmed;stemmed
4460;spam;"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123";welcome to uk mobile date this msg is free giving you free calling to number future mgs billed at number p daily to cancel send go stop to number;welcom uk mobil date msg free give free call number futur mg bill number p daili cancel send go stop number
4461;ham;This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.;this is wishing you a great day moi told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry;wish great day moi told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri
4462;ham;Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.;thanks again for your reply today when is ur visa coming in and r you still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha;thank repli today ur visa come r still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha
4463;ham;Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?;sorry i flaked last night shit s seriously goin down with my roommate what you up to tonight;sorri flake last night shit serious goin roommat tonight
4464;ham;He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.;he said i look pretty if long hair wat but i the he s cutting quite short number me let;said look pretti long hair wat cut quit short number let
4465;ham;Ranjith cal drpd Deeraj and deepak 5min hold;raith cal drp deer and deep number min hold;raith cal drp deer deep number min hold
4466;ham;CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X;cheers for calling httpaddr couldnt talbot i wannatell you details later wenwecan chat properly x;cheer call httpaddr couldnt talbot wannatel detail later wenwecan chat properli x
4467;ham;Hey u still at the gym?;hey you still at the gym;hey still gym
4468;ham;She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,;she said do you mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out number minutes later wid a cake n my wife;said mind go bedroom minut ok sed sexi mood came number minut later wid cake n wife
4469;ham;Much better now thanks lol;much better now thanks lol;much better thank lol
4470;ham;Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.;nothing using you n xy lor sorry lor da guys neva c you in person but they sort of know you lor so you wan number meet them xy ask me number bring you along number our next meeting;noth use n xy lor sorri lor da guy neva c person sort know lor wan number meet xy ask number bring along number next meet
4471;ham;Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester;femme know when i can swing by and pick up i m free basically any time after number all this semester;femm know swing pick free basic time number semest
4472;ham;Wa... U so efficient... Gee... Thanx...;wa you so efficient gee than;wa effici gee
4473;spam;3. You have received your mobile content. Enjoy;number you have received your mobile content enjoy;number receiv mobil content enjoy
4474;ham;S but not able to sleep.;s but not able to sleep;abl sleep
4475;spam;Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min;want explicit sex in number secs ring phonenumber now costs number p min;want explicit sex number sec ring phonenumb cost number p min
4476;ham;We will meet soon princess! Ttyl!;we will meet soon princess tell;meet soon princess tell
4477;ham;I'll pick you up at about 5.15pm to go to taunton if you still want to come.;i ll pick you up at about number pm to go to taunton if you still want to come;pick number pm go taunton still want come
4478;ham;Oh :-)only 4 outside players allowed to play know;oh only number outside players allowed to play know;oh number outsid player allow play know
4479;ham;I anything lor.;i anything lor;anyth lor
4480;ham;Erutupalam thandiyachu;erutupalam thandiyachu;erutupalam thandiyachu
4481;ham;Y cant u try new invention to fly..i'm not joking.,;y cant you try new invention to fly i m not joking;cant tri new invent fli joke
4482;ham;No..its ful of song lyrics..;no its ful of song lyrics;ful song lyric
4483;ham;What do u reckon as need 2 arrange transport if u can't do it, thanks;what do you reckon as need number arrange transport if you can t do it thanks;reckon need number arrang transport thank
4484;ham;True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.;true lov n care wil never go unrecognized though someone often makes mistakes when valuing it but they will definitely understand once when they start missing it;true lov n care wil never go unrecogn though someon often make mistak valu definit understand start miss
4485;ham;Shopping? Eh ger i toking abt syd leh...Haha;shopping eh ger i taking at syd let aha;shop eh ger take syd let aha
4486;ham;What not under standing.;what not under standing;stand
4487;ham;have * good weekend.;have good weekend;good weekend
4488;ham;Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.;miss call miss call relate into opponents miss call short lage thats d rule one with great phone receiving quality wins;miss call miss call relat oppon miss call short lage that rule one great phone receiv qualiti win
4489;ham;"Call me when you get the chance plz &lt;3";call me when you get the chance plc lt number;call get chanc plc lt number
4490;ham;The new deus ex game comin early next yr;the new deus ex game coming early next yr;new deu ex game come earli next yr
4491;ham;"My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7";my computer just fried the only essential part we don t keep spares of because my fucking idiot room-mates looovvve leaving the thing running on full lt gt number;comput fri essenti part keep spare fuck idiot room-mat looovvv leav thing run full lt gt number
4492;ham;My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!;my friend she s studying at warwick we ve planned to go shopping and to concert bmw but it may be cancelled have t seen for ages yeah we should get together sometime;friend studi warwick plan go shop concert bmw may cancel seen age yeah get togeth sometim
4493;ham;Probably a couple hours tops;probably a couple hours tops;probabl coupl hour top
4494;ham;LOL .. *grins* .. I'm not babe, but thanks for thinking of me!;lol grins i m not babe but thanks for thinking of me;lol grin babe thank think
4495;ham;Man this bus is so so so slow. I think you're gonna get there before me;man this bus is so so so slow i think you re gonna get there before me;man bu slow think gonna get
4496;ham;Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.;hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day;hope text meet smile let text give reason smile beauti day
4497;ham;In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade;in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade;case wake wonder forgot take care someth grandma today done parad
4498;ham;Ok;ok;ok
4499;spam;Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+;latest nokia mobile or pod mp number player moneysymb number prove guaranteed reply with win to number now norcorp ltd moneysymb number number mtmsgrcvd number;latest nokia mobil pod mp number player moneysymb number prove guarante repli win number norcorp ltd moneysymb number number mtmsgrcvd number
4500;spam;SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE;sms services for your inclusive text credits pls goto httpaddr login number xj number subscribe with stop no extra charge help httpaddr number cm number number ae;sm servic inclus text credit pl goto httpaddr login number xj number subscrib stop extra charg help httpaddr number cm number number ae
4501;ham;Nvm take ur time.;nam take ur time;nam take ur time
4502;ham;So wat's da decision?;so wat s da decision;wat da decis
4503;ham;Wot is u up 2 then bitch?;wot is you up number then bitch;wot number bitch
4504;ham;Stupid.its not possible;httpaddr not possible;httpaddr possibl
4505;ham;She told to hr that he want posting in chennai:)because i'm working here:);she told to hr that he want posting in henna because i m working here;told hr want post henna work
4506;spam;Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a;mobile club choose any of the top quality items for your mobile number cfcs number a;mobil club choos top qualiti item mobil number cfc number
4507;ham;When are you guys leaving?;when are you guys leaving;guy leav
4508;ham;He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?;he neva grumble but i sad lor hee buy mr lor aft lunch but we still meetin number lunch mr a not neva hear fr them lei a got a lot of work ar;neva grumbl sad lor hee buy mr lor aft lunch still meetin number lunch mr neva hear fr lei got lot work ar
4509;ham;Not able to do anything.;not able to do anything;abl anyth
4510;ham;Ü takin linear algebra today?;a takin linear algebra today;takin linear algebra today
4511;ham;This weekend is fine (an excuse not to do too much decorating);this weekend is fine an excuse not to do too much decorating;weekend fine excus much decor
4512;ham;Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*;sorry i missed you babe i was up late and slept in i hope you enjoy your driving lesson bottom i miss you too teasing kiss;sorri miss babe late slept hope enjoy drive lesson bottom miss teas kiss
4513;ham;Now project pa. After that only i can come.;now project pa after that only i can come;project pa come
4514;spam;Money i have won wining number 946 wot do i do next;money i have won wining number number wot do i do next;money wine number number wot next
4515;ham;"Sure, whenever you show the fuck up &gt;:(";sure whenever you show the fuck up gt;sure whenev show fuck gt
4516;ham;That was random saw my old roomate on campus. He graduated;that was random saw my old roommate on campus he graduated;random saw old roommat campu graduat
4517;spam;Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm;congrats number mobile number g videophones r yours call phonenumber now videocart wid ur mates play java games load poly music online rent bx number ip number number we number pm;congrat number mobil number g videophon r call phonenumb videocart wid ur mate play java game load poli music onlin rent bx number ip number number number pm
4518;ham;Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....;men always needs a beautiful intelligent caring loving adjustable cooperative wife but the law allows only one wife;men alway need beauti intellig care love adjust cooper wife law allow one wife
4519;ham;That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?;that sucks so what do you got planned for your yo valentine i am your yo valentine are t i;suck got plan yo valentin yo valentin
4520;ham;Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho;just got part nottingham number hrs number miles good thing i love my man so much but only doing number mph hey ho;got part nottingham number hr number mile good thing love man much number mph hey ho
4521;ham;What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not;what to think no one saying clearly ok leave no need to ask her i will go if she come or not;think one say clearli ok leav need ask go come
4522;ham;Hi good mornin.. Thanku wish u d same..;hi good morning thank wish you d same;hi good morn thank wish
4523;ham;DO U WANT 2 MEET UP 2MORRO;do you want number meet up number morrow;want number meet number morrow
4524;ham;Actually I decided I was too hungry so I haven't left yet :V;actually i decided i was too hungry so i haven t left yet v;actual decid hungri left yet v
4525;ham;I've sent ü my part..;i ve sent a my part;sent part
4526;ham;Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.;cos i was out shopping if darren jus now n i called him number ask wat present he wan lor then he started guessing who i was if n he finally guessed darren lor;co shop darren ju n call number ask wat present wan lor start guess n final guess darren lor
4527;spam;I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. );i want some cock my hubby s away i need a real man number satisfy me text wife to number for no strings action text stop number end text rec moneysymb number ea box number la number number ws;want cock hubbi away need real man number satisfi text wife number string action text stop number end text rec moneysymb number ea box number la number number ws
4528;ham;Understand. his loss is my gain :) so do you work? School?;understand his loss is my gain so do you work school;understand loss gain work school
4529;ham;HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx;how are u i have missed u i havent been up number much a bit bored with the holiday want number go back number college sad int it xx;u miss u havent number much bit bore holiday want number go back number colleg sad int xx
4530;ham;Hiya, probably coming home * weekend after next;hiya probably coming home weekend after next;hiya probabl come home weekend next
4531;ham;Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.;don t forget though that i love you and i walk beside you watching over you and keeping your heart warm;forget though love walk besid watch keep heart warm
4532;ham;I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.;i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without skin me please and find things to laugh about i love you dearly;wish thing differ wonder abl show much valu pl continu brisk walk drug without skin pleas find thing laugh love dearli
4533;ham;Ok both our days. So what are you making for dinner tonite? Am I invited?;ok both our days so what are you making for dinner tone am i invited;ok day make dinner tone invit
4534;spam;Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070;gr number new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone number details text horny to number to cancel send stop to number;gr number new servic live sex video chat mob see sexiest dirtiest girl live ur phone number detail text horni number cancel send stop number
4535;ham;I have no money 4 steve mate! !;i have no money number steve mate;money number steve mate
4536;ham;IM LATE TELLMISS IM ON MY WAY;im late tellies im on my way;im late telli im way
4537;ham;Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:;never blame a day in ur life good days give you happiness bad days give you experience both are essential in life all are gods blessings good morning;never blame day ur life good day give happi bad day give experi essenti life god bless good morn
4538;ham;Normally i use to drink more water daily:);normally i use to drink more water daily;normal use drink water daili
4539;ham;Dare i ask... Any luck with sorting out the car?;dare i ask any luck with sorting out the car;dare ask luck sort car
4540;ham;Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more;party s at my place at us no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more;parti place us charg contribut way greatli appreci yeah got room one
4541;ham;Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).;urgh coach hot smells of chip fat thanks again especially for the duvet not a predictive text word;urgh coach hot smell chip fat thank especi duvet predict text word
4542;ham;Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?;hiya how was last night i ve been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wanna meet;hiya last night naughti bought cloth littl readi shop tho kind time wanna meet
4543;spam;FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv;freeman hi baby wow just got a new cam moby wanna c a hot pic or fancy a chat im w number in number next reply chat to number help phonenumber msg number p number rev;freeman hi babi wow got new cam mobi wanna c hot pic fanci chat im w number number next repli chat number help phonenumb msg number p number rev
4544;ham;I've been trying to reach him without success;i ve been trying to reach him without success;tri reach without success
4545;ham;when you and derek done with class?;when you and derek done with class;derek done class
4546;ham;Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...;never y lei i v lazy got wat dat day a send me da usl cant work one;never lei v lazi got wat dat day send da usl cant work one
4547;ham;Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL;never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl;never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl
4548;ham;Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ;hey mate spoke to the mag people we re on the is deliver by the end of the month deliver on the number th sept talk later;hey mate spoke mag peopl deliv end month deliv number th sept talk later
4549;ham;Hope you are having a good week. Just checking in;hope you are having a good week just checking in;hope good week check
4550;ham;Haha, my friend tyler literally just asked if you could get him a dubsack;aha my friend tyler literally just asked if you could get him a cusack;aha friend tyler liter ask could get cusack
4551;ham;"Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x";hey do you fancy meetin me at number at cha hav a lil beverage on me if not text or ring me and we can meet up l number r quite tired got in at number httpaddr love pete x x x;hey fanci meetin number cha hav lil beverag text ring meet l number r quit tire got number httpaddr love pete x x x
4552;ham;Great. Have a safe trip. Dont panic surrender all.;great have a safe trip dont panic surrender all;great safe trip dont panic surrend
4553;ham;"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your";symptoms when you are in love number u like listening songs number u get stopped where you see the name of your beloved number u won t get angry when your;symptom love number u like listen song number u get stop see name belov number u get angri
4554;ham;Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ;sun ah the may can if dun have anything on the have to book e lesson e plates is at orchard mr you noe hor;sun ah may dun anyth book e lesson e plate orchard mr noe hor
4555;ham;Try to do something dear. You read something for exams;try to do something dear you read something for exams;tri someth dear read someth exam
4556;ham;"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear";number wonders in my world number th you number th ur style number th ur smile number th ur personality number rd ur nature number nd ur sms and number st ur lovely friendship good morning dear;number wonder world number th number th ur style number th ur smile number th ur person number rd ur natur number nd ur sm number st ur love friendship good morn dear
4557;ham;Gettin rdy to ship comp;getting dry to ship comp;get dri ship comp
4558;ham;I am in hospital da. . I will return home in evening;i am in hospital da i will return home in evening;hospit da return home even
4559;ham;PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS);piss is talking is someone that realise you that point this at is it now read it backwards;piss talk someon realis point read backward
4560;ham;Think + da. You wil do.;think da you wil do;think da wil
4561;ham;I'm awake oh. What's up.;i m awake oh what s up;awak oh
4562;ham;Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe;good afternoon my bottom how goes that walking here and there day did you get that police abstract are you still out and about i wake and miss you babe;good afternoon bottom goe walk day get polic abstract still wake miss babe
4563;ham;How much u trying to get?;how much you trying to get;much tri get
4564;ham;"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time";come around lt decimal gt pm vicky i m outside nw il come by the time;come around lt decim gt pm vicki outsid nw il come time
4565;ham;Tell me again what your address is;tell me again what your address is;tell address
4566;ham;"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)";honeybee said i m d sweetest in d world god laughed amp said wait u haunt met d person reading this msg moral even god can crack jokes gm gn ge gn;honeybe said sweetest world god laugh amp said wait u haunt met person read msg moral even god crack joke gm gn ge gn
4567;ham;"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?";should i buy him a blackberry bold number or torch should i buy him new or used let me know plus are you saying i should buy the lt gt g wife pad and what are you saying about the about the lt gt g;buy blackberri bold number torch buy new use let know plu say buy lt gt g wife pad say lt gt g
4568;ham;But you were together so you should be thinkin about him;but you were together so you should be thinking about him;togeth think
4569;ham;hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.;hiya hows it going in sunny africa hope you r gavin a good time give that big old silver back a big kiss from me;hiya how go sunni africa hope r gavin good time give big old silver back big kiss
4570;ham;At WHAT TIME should i come tomorrow;at what time should i come tomorrow;time come tomorrow
4571;spam;Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd;wanna have a laugh try chit chat on your mobile now logon by toting the word chat and send it to no number cm po box number london w number a number of number number p msg revd;wanna laugh tri chit chat mobil logon tote word chat send number cm po box number london w number number number number p msg revd
4572;ham;CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ;cha quiteamuzing that school babe probpop in cu matthew funny number reekie love jen xxx extra leg portions number me please;cha quiteamuz school babe probpop cu matthew funni number reeki love jen xxx extra leg portion number pleas
4573;ham;Omg how did u know what I ate?;omg how did you know what i ate;omg know ate
4574;spam;URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50;urgent this is the number nd attempt to contact u u have won moneysymb number call phonenumber b number number t httpaddr max moneysymb number number;urgent number nd attempt contact u u moneysymb number call phonenumb b number number httpaddr max moneysymb number number
4575;ham;:( but your not here....;but your not here;
4576;ham;Not directly behind... Abt 4 rows behind ü...;not directly behind at number rows behind a;directli behind number row behind
4577;spam;Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066;congratulations ur awarded number of cd vouchers or number gift guaranteed free entry number number wily draw text music to number;congratul ur award number cd voucher number gift guarante free entri number number wili draw text music number
4578;spam;Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records;had your contract mobile number months latest motorola nokia etc all free double mins text on orange tariffs text yes for fallback no to remove from records;contract mobil number month latest motorola nokia etc free doubl min text orang tariff text ye fallback remov record
4579;spam;Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+;urgent call phonenumber from your landmine your complimentary number ibiza holiday or number number cash await collection sae t cs po box number sk number number wp number ppm number;urgent call phonenumb landmin complimentari number ibiza holiday number number cash await collect sae cs po box number sk number number wp number ppm number
4580;ham;No plans yet. What are you doing ?;no plans yet what are you doing;plan yet
4581;ham;"Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.";hi my engagement has been find on lt gt th of next month i know its really shocking bt hmm jan vilikkam t ws al of a sun;hi engag find lt gt th next month know realli shock bt hmm jan vilikkam ws al sun
4582;ham;Not course. Only maths one day one chapter with in one month we can finish.;not course only maths one day one chapter with in one month we can finish;cours math one day one chapter one month finish
4583;ham;Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-);wow didn t think it was that common i take it all back ur not a freak unless you chop it off;wow think common take back ur freak unless chop
4584;spam;For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk;for ur chance to win a moneysymb number wily shopping spree text shop to number t s c s httpaddr custard number number x number p we;ur chanc win moneysymb number wili shop spree text shop number c httpaddr custard number number x number p
4585;ham;Noooooooo please. Last thing I need is stress. For once in your life be fair.;noooooooo please last thing i need is stress for once in your life be fair;noooooooo pleas last thing need stress life fair
4586;spam;U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm;u have a secret admirer who is looking number make contact with u find out who they r reveal who thinks ur so special call on number stops number ppm;u secret admir look number make contact u find r reveal think ur special call number stop number ppm
4587;spam;Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876;milk age number blonde new in uk i look sex with uk guys if you like fun with me text talk to number number pp text number st number free moneysymb number increments help number;milk age number blond new uk look sex uk guy like fun text talk number number pp text number st number free moneysymb number increment help number
4588;ham;I'll see if I can swing by in a bit, got some things to take care of here firsg;i ll see if i can swing by in a bit got some things to take care of here first;see swing bit got thing take care first
4589;ham;I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :);i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person i ll make a trip to pto for that i hope everything is good with you babe and i love ya;want wish happi new year want talk legal advic gari split person make trip pto hope everyth good babe love ya
4590;ham;Have you not finished work yet or something?;have you not finished work yet or something;finish work yet someth
4591;ham;Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow;tomorrow i am not going to theatre so i can come wherever you call me tell me where and when to come tomorrow;tomorrow go theatr come wherev call tell come tomorrow
4592;spam;Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50;well done england get the official poly kington or colour flag on yer mobile text tone or flag to number now opt out text eng stop box number w number we moneysymb number;well done england get offici poli kington colour flag yer mobil text tone flag number opt text eng stop box number w number moneysymb number
4593;ham;Right it wasnt you who phoned it was someone with a number like yours!;right it wasnt you who phoned it was someone with a number like yours;right wasnt phone someon number like
4594;ham;It's ok i wun b angry. Msg u aft i come home tonight.;it s ok i run b angry msg you aft i come home tonight;ok run b angri msg aft come home tonight
4595;ham;I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon;i had a good time too its nice to do something a bit different with my weekends for a change see ya soon;good time nice someth bit differ weekend chang see ya soon
4596;ham;Yo sorry was in the shower sup;yo sorry was in the shower sup;yo sorri shower sup
4597;ham;Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit;carlos is down but i have to pick it up from him so i ll swing by us in a little bit;carlo pick swing us littl bit
4598;ham;Full heat pa:-) i have applyed oil pa.;full heat pa i have applied oil pa;full heat pa appli oil pa
4599;ham;I'm stuck in da middle of da row on da right hand side of da lt... ;i m stuck in da middle of da row on da right hand side of da lt;stuck da middl da row da right hand side da lt
4600;ham;Have you laid your airtel line to rest?;have you laid your intel line to rest;laid intel line rest
4601;ham;Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ;hi did you decide wot number get number his day if not ill prob jus get him a voucher from virgin or summing;hi decid wot number get number day ill prob ju get voucher virgin sum
4602;spam;FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop;freeman text call to no number claim your reward of number hours talk time to use from your phone now subscribe number gbp month inc number hrs number stop txtstop;freeman text call number claim reward number hour talk time use phone subscrib number gbp month inc number hr number stop txtstop
4603;ham;Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx;hey j r you feeling any better hopes funny i now feeling ill think i may have tonsolitusaswell damn am latin in federal bored lots luv me xxxx;hey j r feel better hope funni feel ill think may tonsolitusaswel damn latin feder bore lot luv xxxx
4604;ham;And I don't plan on staying the night but I prolly won't be back til late;and i don t plan on staying the night but i polly won t be back til late;plan stay night polli back til late
4605;ham;THANX 4 PUTTIN DA FONE DOWN ON ME!!;than number putting da one down on me;number put da one
4606;ham;I need an 8th but I'm off campus atm, could I pick up in an hour or two?;i need an number th but i m off campus atm could i pick up in an hour or two;need number th campu atm could pick hour two
4607;ham;Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ;oh aha den we sold had went today too gee nam la kate i dun mind goin jazz oso scared hip-hop open cant catch up;oh aha den sold went today gee nam la kate dun mind goin jazz oso scare hip-hop open cant catch
4608;ham;Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!;been running but only managed number minutes and then needed oxygen might have to resort to the roller option;run manag number minut need oxygen might resort roller option
4609;ham;"We live in the next  &lt;#&gt; mins";we live in the next lt gt mins;live next lt gt min
4610;ham;Y de asking like this.;y de asking like this;de ask like
4611;ham;Just glad to be talking to you.;just glad to be talking to you;glad talk
4612;ham;Wat time ü finish?;wat time a finish;wat time finish
4613;ham;Sorry da. I gone mad so many pending works what to do.;sorry da i gone mad so many pending works what to do;sorri da gone mad mani pend work
4614;ham;How much you got for cleaning;how much you got for cleaning;much got clean
4615;ham;hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30;hows my favourite person today r you working hard could t sleep again last nite nearly rang you at number;how favourit person today r work hard could sleep last nite nearli rang number
